id_cmp1,id_cmp2,genes_cmp1_only,genes_cmp2_only,genes_overlap,num_cmp1_only,num_cmp2_only,num_overlap,overlap / cmp1,overlap / cmp2,pval,fdr
cell surface receptor signaling pathway,neuron differentiation,KITLG;BCL2L1,,INHBA;TGFB2;BCL2;SOX9,2,0,4,0.6666666666666666,1.0,0.0,0.0
regulation of multicellular organismal development,sex determination,INHBA;TGFB2;BCL2;KITLG,DMRT1,SOX9,4,1,1,0.2,0.5,0.2222222222222212,0.2504327755337561
regulation of multicellular organismal development,ovarian follicle development,TGFB2;KITLG;SOX9,BCL2L1,INHBA;BCL2,3,1,2,0.4,0.6666666666666666,0.08333333333333304,0.11116803278688558
regulation of multicellular organismal development,regulation of stem cell differentiation,INHBA;KITLG;BCL2,,TGFB2;SOX9,3,0,2,0.4,1.0,0.0,0.0
regulation of multicellular organismal development,enzyme linked receptor protein signaling pathway,KITLG;BCL2,,INHBA;TGFB2;SOX9,2,0,3,0.6,1.0,0.0,0.0
regulation of multicellular organismal development,regulation of immune system process,,,INHBA;SOX9;TGFB2;BCL2;KITLG,0,0,5,1.0,1.0,0.0,0.0
regulation of multicellular organismal development,anatomical structure morphogenesis,KITLG,BCL2L1,INHBA;TGFB2;BCL2;SOX9,1,1,4,0.8,0.8,0.003968253968254176,0.007387988560534229
regulation of multicellular organismal development,homeostasis of number of cells within a tissue,INHBA;TGFB2;KITLG,,BCL2;SOX9,3,0,2,0.4,1.0,0.0,0.0
regulation of multicellular organismal development,mitochondrial membrane organization,INHBA;TGFB2;KITLG;SOX9,BCL2L1,BCL2,4,1,1,0.2,0.5,0.2222222222222212,0.2504327755337561
regulation of multicellular organismal development,regulation of metabolic process,,BRIP1;DMRT1,INHBA;SOX9;TGFB2;BCL2;KITLG,0,2,5,1.0,0.7142857142857143,0.0,0.0
regulation of multicellular organismal development,embryo development,BCL2,,INHBA;TGFB2;KITLG;SOX9,1,0,4,0.8,1.0,0.0,0.0
regulation of multicellular organismal development,immune system process,SOX9,,INHBA;TGFB2;BCL2;KITLG,1,0,4,0.8,1.0,0.0,0.0
regulation of multicellular organismal development,neuron death,INHBA;TGFB2;KITLG;SOX9,BCL2L1,BCL2,4,1,1,0.2,0.5,0.2222222222222212,0.2504327755337561
regulation of multicellular organismal development,kidney morphogenesis,INHBA;TGFB2;KITLG,,BCL2;SOX9,3,0,2,0.4,1.0,0.0,0.0
regulation of multicellular organismal development,response to abiotic stimulus,INHBA;KITLG,BCL2L1,TGFB2;BCL2;SOX9,2,1,3,0.6,0.75,0.023809523809523725,0.036787974683545374
regulation of multicellular organismal development,regulation of biosynthetic process,KITLG,BRIP1;DMRT1,INHBA;TGFB2;BCL2;SOX9,1,2,4,0.8,0.6666666666666666,0.023809523809523836,0.036787974683545374
regulation of multicellular organismal development,SMAD protein signal transduction,KITLG;BCL2;SOX9,,INHBA;TGFB2,3,0,2,0.4,1.0,0.0,0.0
regulation of multicellular organismal development,exocrine system development,INHBA;KITLG;BCL2,,TGFB2;SOX9,3,0,2,0.4,1.0,0.0,0.0
regulation of multicellular organismal development,regulation of epithelial to mesenchymal transition,INHBA;KITLG;BCL2,,TGFB2;SOX9,3,0,2,0.4,1.0,0.0,0.0
regulation of multicellular organismal development,cell cycle,KITLG;BCL2;SOX9,BRIP1;BCL2L1,INHBA;TGFB2,3,2,2,0.4,0.5,0.26190476190476186,0.2937966685812757
regulation of multicellular organismal development,regulation of mitochondrial membrane potential,INHBA;TGFB2;KITLG;SOX9,BCL2L1,BCL2,4,1,1,0.2,0.5,0.2222222222222212,0.2504327755337561
regulation of multicellular organismal development,gland development,INHBA;KITLG,,TGFB2;BCL2;SOX9,2,0,3,0.6,1.0,0.0,0.0
regulation of multicellular organismal development,growth,INHBA;KITLG,,TGFB2;BCL2;SOX9,2,0,3,0.6,1.0,0.0,0.0
regulation of multicellular organismal development,mitotic cell cycle process,TGFB2;BCL2;KITLG;SOX9,BCL2L1,INHBA,4,1,1,0.2,0.5,0.2222222222222212,0.2504327755337561
regulation of multicellular organismal development,intrinsic apoptotic signaling pathway in response to DNA damage,INHBA;TGFB2;KITLG;SOX9,BCL2L1,BCL2,4,1,1,0.2,0.5,0.2222222222222212,0.2504327755337561
regulation of multicellular organismal development,negative regulation of multicellular organismal process,KITLG,,INHBA;TGFB2;BCL2;SOX9,1,0,4,0.8,1.0,0.0,0.0
regulation of multicellular organismal development,cellular developmental process,,DMRT1;BRIP1;BCL2L1,INHBA;SOX9;TGFB2;BCL2;KITLG,0,3,5,1.0,0.625,0.0,0.0
regulation of multicellular organismal development,regulation of intracellular signal transduction,INHBA,BCL2L1,TGFB2;BCL2;KITLG;SOX9,1,1,4,0.8,0.8,0.003968253968254176,0.007387988560534229
regulation of multicellular organismal development,positive regulation of reproductive process,TGFB2;BCL2;KITLG,,INHBA;SOX9,3,0,2,0.4,1.0,0.0,0.0
regulation of multicellular organismal development,cell development,INHBA,BRIP1;BCL2L1,TGFB2;BCL2;KITLG;SOX9,1,2,4,0.8,0.6666666666666666,0.023809523809523836,0.036787974683545374
regulation of multicellular organismal development,regulation of growth,KITLG;SOX9,BCL2L1,INHBA;TGFB2;BCL2,2,1,3,0.6,0.75,0.023809523809523725,0.036787974683545374
regulation of multicellular organismal development,phenol-containing compound metabolic process,INHBA;KITLG;SOX9,,TGFB2;BCL2,3,0,2,0.4,1.0,0.0,0.0
regulation of multicellular organismal development,negative regulation of intrinsic apoptotic signaling pathway,INHBA;TGFB2;KITLG;SOX9,BCL2L1,BCL2,4,1,1,0.2,0.5,0.2222222222222212,0.2504327755337561
regulation of multicellular organismal development,epithelial to mesenchymal transition,INHBA;KITLG;BCL2,,TGFB2;SOX9,3,0,2,0.4,1.0,0.0,0.0
regulation of multicellular organismal development,metanephros development,INHBA;TGFB2;KITLG,,BCL2;SOX9,3,0,2,0.4,1.0,0.0,0.0
regulation of multicellular organismal development,negative regulation of extrinsic apoptotic signaling pathway,INHBA;TGFB2;KITLG;SOX9,BCL2L1,BCL2,4,1,1,0.2,0.5,0.2222222222222212,0.2504327755337561
regulation of multicellular organismal development,roof of mouth development,TGFB2;BCL2;KITLG;SOX9,,INHBA,4,0,1,0.2,1.0,0.0,0.0
regulation of multicellular organismal development,response to endogenous stimulus,INHBA;KITLG,BCL2L1,TGFB2;BCL2;SOX9,2,1,3,0.6,0.75,0.023809523809523725,0.036787974683545374
regulation of multicellular organismal development,response to oxygen-containing compound,INHBA;KITLG,BCL2L1,TGFB2;BCL2;SOX9,2,1,3,0.6,0.75,0.023809523809523725,0.036787974683545374
regulation of multicellular organismal development,regulation of neuron death,INHBA;KITLG;SOX9,BCL2L1,TGFB2;BCL2,3,1,2,0.4,0.6666666666666666,0.08333333333333304,0.11116803278688558
regulation of multicellular organismal development,regulation of cell population proliferation,,BCL2L1,INHBA;SOX9;TGFB2;BCL2;KITLG,0,1,5,1.0,0.8333333333333334,0.0,0.0
regulation of multicellular organismal development,mesoderm development,TGFB2;BCL2;KITLG;SOX9,,INHBA,4,0,1,0.2,1.0,0.0,0.0
regulation of multicellular organismal development,cellular response to transforming growth factor beta stimulus,INHBA;KITLG;BCL2,,TGFB2;SOX9,3,0,2,0.4,1.0,0.0,0.0
regulation of multicellular organismal development,negative regulation of cell population proliferation,KITLG,,INHBA;TGFB2;BCL2;SOX9,1,0,4,0.8,1.0,0.0,0.0
regulation of multicellular organismal development,multi-organism process,INHBA;KITLG,BRIP1;BCL2L1,TGFB2;BCL2;SOX9,2,2,3,0.6,0.6,0.10317460317460347,0.13726158038147176
regulation of multicellular organismal development,extracellular structure organization,INHBA;KITLG;BCL2,COL9A3,TGFB2;SOX9,3,1,2,0.4,0.6666666666666666,0.08333333333333304,0.11116803278688558
regulation of multicellular organismal development,male gamete generation,INHBA;TGFB2;BCL2;KITLG,BRIP1;BCL2L1,SOX9,4,2,1,0.2,0.3333333333333333,0.4999999999999998,0.5142180094786732
regulation of multicellular organismal development,regulation of locomotion,INHBA,,TGFB2;BCL2;KITLG;SOX9,1,0,4,0.8,1.0,0.0,0.0
regulation of multicellular organismal development,sensory system development,KITLG,,INHBA;TGFB2;BCL2;SOX9,1,0,4,0.8,1.0,0.0,0.0
regulation of multicellular organismal development,cell population proliferation,INHBA;KITLG,BCL2L1,TGFB2;BCL2;SOX9,2,1,3,0.6,0.75,0.023809523809523725,0.036787974683545374
regulation of multicellular organismal development,negative regulation of immune system process,INHBA;BCL2,,TGFB2;KITLG;SOX9,2,0,3,0.6,1.0,0.0,0.0
regulation of multicellular organismal development,response to lipid,INHBA;KITLG,,TGFB2;BCL2;SOX9,2,0,3,0.6,1.0,0.0,0.0
regulation of multicellular organismal development,negative regulation of developmental process,KITLG,,INHBA;TGFB2;BCL2;SOX9,1,0,4,0.8,1.0,0.0,0.0
regulation of multicellular organismal development,neuron differentiation,KITLG,,INHBA;TGFB2;BCL2;SOX9,1,0,4,0.8,1.0,0.0,0.0
sex determination,ovarian follicle development,DMRT1;SOX9,INHBA;BCL2;BCL2L1,,2,3,0,0.0,0.0,0.5333333333333339,0.5391304347826092
sex determination,regulation of stem cell differentiation,DMRT1,TGFB2,SOX9,1,1,1,0.5,0.5,0.022222222222222587,0.036106489184692774
sex determination,enzyme linked receptor protein signaling pathway,DMRT1,INHBA;TGFB2,SOX9,1,2,1,0.5,0.3333333333333333,0.06666666666666776,0.09220963172804685
sex determination,regulation of immune system process,DMRT1,INHBA;TGFB2;BCL2;KITLG,SOX9,1,4,1,0.5,0.2,0.22222222222222188,0.2504327755337561
sex determination,anatomical structure morphogenesis,DMRT1,INHBA;TGFB2;BCL2;BCL2L1,SOX9,1,4,1,0.5,0.2,0.22222222222222188,0.2504327755337561
sex determination,homeostasis of number of cells within a tissue,DMRT1,BCL2,SOX9,1,1,1,0.5,0.5,0.022222222222222587,0.036106489184692774
sex determination,mitochondrial membrane organization,DMRT1;SOX9,BCL2;BCL2L1,,2,2,0,0.0,0.0,0.377777777777778,0.39560321715817715
sex determination,regulation of metabolic process,,INHBA;TGFB2;BCL2;BRIP1;KITLG,DMRT1;SOX9,0,5,2,1.0,0.2857142857142857,0.0,0.0
sex determination,embryo development,DMRT1,INHBA;TGFB2;KITLG,SOX9,1,3,1,0.5,0.25,0.13333333333333286,0.16234413965087469
sex determination,immune system process,DMRT1;SOX9,INHBA;TGFB2;BCL2;KITLG,,2,4,0,0.0,0.0,0.6666666666666665,0.6680348896870197
sex determination,neuron death,DMRT1;SOX9,BCL2;BCL2L1,,2,2,0,0.0,0.0,0.377777777777778,0.39560321715817715
sex determination,kidney morphogenesis,DMRT1,BCL2,SOX9,1,1,1,0.5,0.5,0.022222222222222587,0.036106489184692774
sex determination,response to abiotic stimulus,DMRT1,TGFB2;BCL2;BCL2L1,SOX9,1,3,1,0.5,0.25,0.13333333333333286,0.16234413965087469
sex determination,regulation of biosynthetic process,,INHBA;TGFB2;BCL2;BRIP1,DMRT1;SOX9,0,4,2,1.0,0.3333333333333333,0.0,0.0
sex determination,SMAD protein signal transduction,DMRT1;SOX9,INHBA;TGFB2,,2,2,0,0.0,0.0,0.377777777777778,0.39560321715817715
sex determination,exocrine system development,DMRT1,TGFB2,SOX9,1,1,1,0.5,0.5,0.022222222222222587,0.036106489184692774
sex determination,regulation of epithelial to mesenchymal transition,DMRT1,TGFB2,SOX9,1,1,1,0.5,0.5,0.022222222222222587,0.036106489184692774
sex determination,cell cycle,DMRT1;SOX9,INHBA;TGFB2;BRIP1;BCL2L1,,2,4,0,0.0,0.0,0.6666666666666665,0.6680348896870197
sex determination,regulation of mitochondrial membrane potential,DMRT1;SOX9,BCL2;BCL2L1,,2,2,0,0.0,0.0,0.377777777777778,0.39560321715817715
sex determination,gland development,DMRT1,TGFB2;BCL2,SOX9,1,2,1,0.5,0.3333333333333333,0.06666666666666776,0.09220963172804685
sex determination,growth,DMRT1,TGFB2;BCL2,SOX9,1,2,1,0.5,0.3333333333333333,0.06666666666666776,0.09220963172804685
sex determination,mitotic cell cycle process,DMRT1;SOX9,INHBA;BCL2L1,,2,2,0,0.0,0.0,0.377777777777778,0.39560321715817715
sex determination,intrinsic apoptotic signaling pathway in response to DNA damage,DMRT1;SOX9,BCL2;BCL2L1,,2,2,0,0.0,0.0,0.377777777777778,0.39560321715817715
sex determination,negative regulation of multicellular organismal process,DMRT1,INHBA;TGFB2;BCL2,SOX9,1,3,1,0.5,0.25,0.13333333333333286,0.16234413965087469
sex determination,cellular developmental process,,INHBA;BCL2L1;TGFB2;BCL2;BRIP1;KITLG,DMRT1;SOX9,0,6,2,1.0,0.25,0.0,0.0
sex determination,regulation of intracellular signal transduction,DMRT1,TGFB2;BCL2;KITLG;BCL2L1,SOX9,1,4,1,0.5,0.2,0.22222222222222188,0.2504327755337561
sex determination,positive regulation of reproductive process,DMRT1,INHBA,SOX9,1,1,1,0.5,0.5,0.022222222222222587,0.036106489184692774
sex determination,cell development,DMRT1,BCL2L1;TGFB2;BCL2;BRIP1;KITLG,SOX9,1,5,1,0.5,0.16666666666666666,0.3333333333333329,0.3614658523042763
sex determination,regulation of growth,DMRT1;SOX9,INHBA;TGFB2;BCL2;BCL2L1,,2,4,0,0.0,0.0,0.6666666666666665,0.6680348896870197
sex determination,phenol-containing compound metabolic process,DMRT1;SOX9,TGFB2;BCL2,,2,2,0,0.0,0.0,0.377777777777778,0.39560321715817715
sex determination,negative regulation of intrinsic apoptotic signaling pathway,DMRT1;SOX9,BCL2;BCL2L1,,2,2,0,0.0,0.0,0.377777777777778,0.39560321715817715
sex determination,epithelial to mesenchymal transition,DMRT1,TGFB2,SOX9,1,1,1,0.5,0.5,0.022222222222222587,0.036106489184692774
sex determination,metanephros development,DMRT1,BCL2,SOX9,1,1,1,0.5,0.5,0.022222222222222587,0.036106489184692774
sex determination,negative regulation of extrinsic apoptotic signaling pathway,DMRT1;SOX9,BCL2;BCL2L1,,2,2,0,0.0,0.0,0.377777777777778,0.39560321715817715
sex determination,roof of mouth development,DMRT1;SOX9,INHBA,,2,1,0,0.0,0.0,0.19999999999999996,0.2309875813128326
sex determination,response to endogenous stimulus,DMRT1,TGFB2;BCL2;BCL2L1,SOX9,1,3,1,0.5,0.25,0.13333333333333286,0.16234413965087469
sex determination,response to oxygen-containing compound,DMRT1,TGFB2;BCL2;BCL2L1,SOX9,1,3,1,0.5,0.25,0.13333333333333286,0.16234413965087469
sex determination,regulation of neuron death,DMRT1;SOX9,TGFB2;BCL2;BCL2L1,,2,3,0,0.0,0.0,0.5333333333333339,0.5391304347826092
sex determination,regulation of cell population proliferation,DMRT1,INHBA;BCL2L1;TGFB2;BCL2;KITLG,SOX9,1,5,1,0.5,0.16666666666666666,0.3333333333333329,0.3614658523042763
sex determination,mesoderm development,DMRT1;SOX9,INHBA,,2,1,0,0.0,0.0,0.19999999999999996,0.2309875813128326
sex determination,cellular response to transforming growth factor beta stimulus,DMRT1,TGFB2,SOX9,1,1,1,0.5,0.5,0.022222222222222587,0.036106489184692774
sex determination,negative regulation of cell population proliferation,DMRT1,INHBA;TGFB2;BCL2,SOX9,1,3,1,0.5,0.25,0.13333333333333286,0.16234413965087469
sex determination,multi-organism process,DMRT1,TGFB2;BCL2;BRIP1;BCL2L1,SOX9,1,4,1,0.5,0.2,0.22222222222222188,0.2504327755337561
sex determination,extracellular structure organization,DMRT1,TGFB2;COL9A3,SOX9,1,2,1,0.5,0.3333333333333333,0.06666666666666776,0.09220963172804685
sex determination,male gamete generation,DMRT1,BRIP1;BCL2L1,SOX9,1,2,1,0.5,0.3333333333333333,0.06666666666666776,0.09220963172804685
sex determination,regulation of locomotion,DMRT1,TGFB2;BCL2;KITLG,SOX9,1,3,1,0.5,0.25,0.13333333333333286,0.16234413965087469
sex determination,sensory system development,DMRT1,INHBA;TGFB2;BCL2,SOX9,1,3,1,0.5,0.25,0.13333333333333286,0.16234413965087469
sex determination,cell population proliferation,DMRT1,TGFB2;BCL2;BCL2L1,SOX9,1,3,1,0.5,0.25,0.13333333333333286,0.16234413965087469
sex determination,negative regulation of immune system process,DMRT1,TGFB2;KITLG,SOX9,1,2,1,0.5,0.3333333333333333,0.06666666666666776,0.09220963172804685
sex determination,response to lipid,DMRT1,TGFB2;BCL2,SOX9,1,2,1,0.5,0.3333333333333333,0.06666666666666776,0.09220963172804685
sex determination,negative regulation of developmental process,DMRT1,INHBA;TGFB2;BCL2,SOX9,1,3,1,0.5,0.25,0.13333333333333286,0.16234413965087469
sex determination,neuron differentiation,DMRT1,INHBA;TGFB2;BCL2,SOX9,1,3,1,0.5,0.25,0.13333333333333286,0.16234413965087469
ovarian follicle development,regulation of stem cell differentiation,INHBA;BCL2;BCL2L1,TGFB2;SOX9,,3,2,0,0.0,0.0,0.5333333333333327,0.5391304347826092
ovarian follicle development,enzyme linked receptor protein signaling pathway,BCL2;BCL2L1,TGFB2;SOX9,INHBA,2,2,1,0.3333333333333333,0.3333333333333333,0.18333333333333313,0.21792452830188655
ovarian follicle development,regulation of immune system process,BCL2L1,TGFB2;KITLG;SOX9,INHBA;BCL2,1,3,2,0.6666666666666666,0.4,0.08333333333333359,0.11116803278688558
ovarian follicle development,anatomical structure morphogenesis,,TGFB2;SOX9,INHBA;BCL2;BCL2L1,0,2,3,1.0,0.6,0.0,0.0
ovarian follicle development,homeostasis of number of cells within a tissue,INHBA;BCL2L1,SOX9,BCL2,2,1,1,0.3333333333333333,0.5,0.06666666666666532,0.09220963172804685
ovarian follicle development,mitochondrial membrane organization,INHBA,,BCL2;BCL2L1,1,0,2,0.6666666666666666,1.0,0.0,0.0
ovarian follicle development,regulation of metabolic process,BCL2L1,SOX9;TGFB2;BRIP1;DMRT1;KITLG,INHBA;BCL2,1,5,2,0.6666666666666666,0.2857142857142857,0.2916666666666665,0.32643266475644683
ovarian follicle development,embryo development,BCL2;BCL2L1,TGFB2;KITLG;SOX9,INHBA,2,3,1,0.3333333333333333,0.25,0.33333333333333326,0.3614658523042763
ovarian follicle development,immune system process,BCL2L1,TGFB2;KITLG,INHBA;BCL2,1,2,2,0.6666666666666666,0.5,0.033333333333333215,0.04887387387387467
ovarian follicle development,neuron death,INHBA,,BCL2;BCL2L1,1,0,2,0.6666666666666666,1.0,0.0,0.0
ovarian follicle development,kidney morphogenesis,INHBA;BCL2L1,SOX9,BCL2,2,1,1,0.3333333333333333,0.5,0.06666666666666532,0.09220963172804685
ovarian follicle development,response to abiotic stimulus,INHBA,TGFB2;SOX9,BCL2;BCL2L1,1,2,2,0.6666666666666666,0.5,0.033333333333333215,0.04887387387387467
ovarian follicle development,regulation of biosynthetic process,BCL2L1,DMRT1;TGFB2;BRIP1;SOX9,INHBA;BCL2,1,4,2,0.6666666666666666,0.3333333333333333,0.16666666666666663,0.19993857493857545
ovarian follicle development,SMAD protein signal transduction,BCL2;BCL2L1,TGFB2,INHBA,2,1,1,0.3333333333333333,0.5,0.06666666666666532,0.09220963172804685
ovarian follicle development,exocrine system development,INHBA;BCL2;BCL2L1,TGFB2;SOX9,,3,2,0,0.0,0.0,0.5333333333333327,0.5391304347826092
ovarian follicle development,regulation of epithelial to mesenchymal transition,INHBA;BCL2;BCL2L1,TGFB2;SOX9,,3,2,0,0.0,0.0,0.5333333333333327,0.5391304347826092
ovarian follicle development,cell cycle,BCL2,TGFB2;BRIP1,INHBA;BCL2L1,1,2,2,0.6666666666666666,0.5,0.033333333333333215,0.04887387387387467
ovarian follicle development,regulation of mitochondrial membrane potential,INHBA,,BCL2;BCL2L1,1,0,2,0.6666666666666666,1.0,0.0,0.0
ovarian follicle development,gland development,INHBA;BCL2L1,TGFB2;SOX9,BCL2,2,2,1,0.3333333333333333,0.3333333333333333,0.18333333333333313,0.21792452830188655
ovarian follicle development,growth,INHBA;BCL2L1,TGFB2;SOX9,BCL2,2,2,1,0.3333333333333333,0.3333333333333333,0.18333333333333313,0.21792452830188655
ovarian follicle development,mitotic cell cycle process,BCL2,,INHBA;BCL2L1,1,0,2,0.6666666666666666,1.0,0.0,0.0
ovarian follicle development,intrinsic apoptotic signaling pathway in response to DNA damage,INHBA,,BCL2;BCL2L1,1,0,2,0.6666666666666666,1.0,0.0,0.0
ovarian follicle development,negative regulation of multicellular organismal process,BCL2L1,TGFB2;SOX9,INHBA;BCL2,1,2,2,0.6666666666666666,0.5,0.033333333333333215,0.04887387387387467
ovarian follicle development,cellular developmental process,,SOX9;TGFB2;BRIP1;DMRT1;KITLG,INHBA;BCL2;BCL2L1,0,5,3,1.0,0.375,0.0,0.0
ovarian follicle development,regulation of intracellular signal transduction,INHBA,TGFB2;KITLG;SOX9,BCL2;BCL2L1,1,3,2,0.6666666666666666,0.4,0.08333333333333359,0.11116803278688558
ovarian follicle development,positive regulation of reproductive process,BCL2;BCL2L1,SOX9,INHBA,2,1,1,0.3333333333333333,0.5,0.06666666666666532,0.09220963172804685
ovarian follicle development,cell development,INHBA,TGFB2;KITLG;BRIP1;SOX9,BCL2;BCL2L1,1,4,2,0.6666666666666666,0.3333333333333333,0.16666666666666663,0.19993857493857545
ovarian follicle development,regulation of growth,,TGFB2,INHBA;BCL2;BCL2L1,0,1,3,1.0,0.75,0.0,0.0
ovarian follicle development,phenol-containing compound metabolic process,INHBA;BCL2L1,TGFB2,BCL2,2,1,1,0.3333333333333333,0.5,0.06666666666666532,0.09220963172804685
ovarian follicle development,negative regulation of intrinsic apoptotic signaling pathway,INHBA,,BCL2;BCL2L1,1,0,2,0.6666666666666666,1.0,0.0,0.0
ovarian follicle development,epithelial to mesenchymal transition,INHBA;BCL2;BCL2L1,TGFB2;SOX9,,3,2,0,0.0,0.0,0.5333333333333327,0.5391304347826092
ovarian follicle development,metanephros development,INHBA;BCL2L1,SOX9,BCL2,2,1,1,0.3333333333333333,0.5,0.06666666666666532,0.09220963172804685
ovarian follicle development,negative regulation of extrinsic apoptotic signaling pathway,INHBA,,BCL2;BCL2L1,1,0,2,0.6666666666666666,1.0,0.0,0.0
ovarian follicle development,roof of mouth development,BCL2;BCL2L1,,INHBA,2,0,1,0.3333333333333333,1.0,0.0,0.0
ovarian follicle development,response to endogenous stimulus,INHBA,TGFB2;SOX9,BCL2;BCL2L1,1,2,2,0.6666666666666666,0.5,0.033333333333333215,0.04887387387387467
ovarian follicle development,response to oxygen-containing compound,INHBA,TGFB2;SOX9,BCL2;BCL2L1,1,2,2,0.6666666666666666,0.5,0.033333333333333215,0.04887387387387467
ovarian follicle development,regulation of neuron death,INHBA,TGFB2,BCL2;BCL2L1,1,1,2,0.6666666666666666,0.6666666666666666,0.008333333333333082,0.014492430988423427
ovarian follicle development,regulation of cell population proliferation,,TGFB2;KITLG;SOX9,INHBA;BCL2;BCL2L1,0,3,3,1.0,0.5,0.0,0.0
ovarian follicle development,mesoderm development,BCL2;BCL2L1,,INHBA,2,0,1,0.3333333333333333,1.0,0.0,0.0
ovarian follicle development,cellular response to transforming growth factor beta stimulus,INHBA;BCL2;BCL2L1,TGFB2;SOX9,,3,2,0,0.0,0.0,0.5333333333333327,0.5391304347826092
ovarian follicle development,negative regulation of cell population proliferation,BCL2L1,TGFB2;SOX9,INHBA;BCL2,1,2,2,0.6666666666666666,0.5,0.033333333333333215,0.04887387387387467
ovarian follicle development,multi-organism process,INHBA,TGFB2;BRIP1;SOX9,BCL2;BCL2L1,1,3,2,0.6666666666666666,0.4,0.08333333333333359,0.11116803278688558
ovarian follicle development,extracellular structure organization,INHBA;BCL2;BCL2L1,TGFB2;COL9A3;SOX9,,3,3,0,0.0,0.0,0.7083333333333333,0.7090594566888774
ovarian follicle development,male gamete generation,INHBA;BCL2,BRIP1;SOX9,BCL2L1,2,2,1,0.3333333333333333,0.3333333333333333,0.18333333333333313,0.21792452830188655
ovarian follicle development,regulation of locomotion,INHBA;BCL2L1,TGFB2;KITLG;SOX9,BCL2,2,3,1,0.3333333333333333,0.25,0.33333333333333326,0.3614658523042763
ovarian follicle development,sensory system development,BCL2L1,TGFB2;SOX9,INHBA;BCL2,1,2,2,0.6666666666666666,0.5,0.033333333333333215,0.04887387387387467
ovarian follicle development,cell population proliferation,INHBA,TGFB2;SOX9,BCL2;BCL2L1,1,2,2,0.6666666666666666,0.5,0.033333333333333215,0.04887387387387467
ovarian follicle development,negative regulation of immune system process,INHBA;BCL2;BCL2L1,TGFB2;KITLG;SOX9,,3,3,0,0.0,0.0,0.7083333333333333,0.7090594566888774
ovarian follicle development,response to lipid,INHBA;BCL2L1,TGFB2;SOX9,BCL2,2,2,1,0.3333333333333333,0.3333333333333333,0.18333333333333313,0.21792452830188655
ovarian follicle development,negative regulation of developmental process,BCL2L1,TGFB2;SOX9,INHBA;BCL2,1,2,2,0.6666666666666666,0.5,0.033333333333333215,0.04887387387387467
ovarian follicle development,neuron differentiation,BCL2L1,TGFB2;SOX9,INHBA;BCL2,1,2,2,0.6666666666666666,0.5,0.033333333333333215,0.04887387387387467
regulation of stem cell differentiation,enzyme linked receptor protein signaling pathway,,INHBA,TGFB2;SOX9,0,1,2,1.0,0.6666666666666666,0.0,0.0
regulation of stem cell differentiation,regulation of immune system process,,INHBA;KITLG;BCL2,TGFB2;SOX9,0,3,2,1.0,0.4,0.0,0.0
regulation of stem cell differentiation,anatomical structure morphogenesis,,INHBA;BCL2;BCL2L1,TGFB2;SOX9,0,3,2,1.0,0.4,0.0,0.0
regulation of stem cell differentiation,homeostasis of number of cells within a tissue,TGFB2,BCL2,SOX9,1,1,1,0.5,0.5,0.022222222222222587,0.036106489184692774
regulation of stem cell differentiation,mitochondrial membrane organization,TGFB2;SOX9,BCL2;BCL2L1,,2,2,0,0.0,0.0,0.377777777777778,0.39560321715817715
regulation of stem cell differentiation,regulation of metabolic process,,INHBA;BCL2;BRIP1;DMRT1;KITLG,TGFB2;SOX9,0,5,2,1.0,0.2857142857142857,0.0,0.0
regulation of stem cell differentiation,embryo development,,INHBA;KITLG,TGFB2;SOX9,0,2,2,1.0,0.5,0.0,0.0
regulation of stem cell differentiation,immune system process,SOX9,INHBA;KITLG;BCL2,TGFB2,1,3,1,0.5,0.25,0.13333333333333286,0.16234413965087469
regulation of stem cell differentiation,neuron death,TGFB2;SOX9,BCL2;BCL2L1,,2,2,0,0.0,0.0,0.377777777777778,0.39560321715817715
regulation of stem cell differentiation,kidney morphogenesis,TGFB2,BCL2,SOX9,1,1,1,0.5,0.5,0.022222222222222587,0.036106489184692774
regulation of stem cell differentiation,response to abiotic stimulus,,BCL2;BCL2L1,TGFB2;SOX9,0,2,2,1.0,0.5,0.0,0.0
regulation of stem cell differentiation,regulation of biosynthetic process,,INHBA;BCL2;BRIP1;DMRT1,TGFB2;SOX9,0,4,2,1.0,0.3333333333333333,0.0,0.0
regulation of stem cell differentiation,SMAD protein signal transduction,SOX9,INHBA,TGFB2,1,1,1,0.5,0.5,0.022222222222222587,0.036106489184692774
regulation of stem cell differentiation,exocrine system development,,,TGFB2;SOX9,0,0,2,1.0,1.0,0.0,0.0
regulation of stem cell differentiation,regulation of epithelial to mesenchymal transition,,,TGFB2;SOX9,0,0,2,1.0,1.0,0.0,0.0
regulation of stem cell differentiation,cell cycle,SOX9,INHBA;BRIP1;BCL2L1,TGFB2,1,3,1,0.5,0.25,0.13333333333333286,0.16234413965087469
regulation of stem cell differentiation,regulation of mitochondrial membrane potential,TGFB2;SOX9,BCL2;BCL2L1,,2,2,0,0.0,0.0,0.377777777777778,0.39560321715817715
regulation of stem cell differentiation,gland development,,BCL2,TGFB2;SOX9,0,1,2,1.0,0.6666666666666666,0.0,0.0
regulation of stem cell differentiation,growth,,BCL2,TGFB2;SOX9,0,1,2,1.0,0.6666666666666666,0.0,0.0
regulation of stem cell differentiation,mitotic cell cycle process,TGFB2;SOX9,INHBA;BCL2L1,,2,2,0,0.0,0.0,0.377777777777778,0.39560321715817715
